Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       7/15          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [75]
                0.00    0.00       7/15          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [78]
                0.00    0.00       7/49          int&& std::forward<int>(std::remove_reference<int>::type&) [33]
                0.00    0.00       7/14          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [87]
                0.00    0.00       7/19          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [66]
-----------------------------------------------
                0.00    0.00       3/6           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::begin() const [144]
                0.00    0.00       3/6           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::end() const [143]
[126]    0.0    0.00    0.00       6         __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::__normal_iterator(HashMap<int>::Entry const* const&) [126]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~vector() [176]
                0.00    0.00       4/6           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
[127]    0.0    0.00    0.00       6         std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_get_Tp_allocator() [127]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [167]
[128]    0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [128]
-----------------------------------------------
                0.00    0.00       1/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [190]
                0.00    0.00       2/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [167]
                0.00    0.00       3/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [146]
[129]    0.0    0.00    0.00       6         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [129]
-----------------------------------------------
                0.00    0.00       6/6           HashMap<int>::Entry* std::__relocate_a<HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry> >(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [177]
[130]    0.0    0.00    0.00       6         HashMap<int>::Entry* std::__niter_base<HashMap<int>::Entry*>(HashMap<int>::Entry*) [130]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<int>::~allocator() [132]
[131]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::~new_allocator() [131]
-----------------------------------------------
                0.00    0.00       1/5           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [192]
                0.00    0.00       4/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [135]
[132]    0.0    0.00    0.00       5         std::allocator<int>::~allocator() [132]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::~new_allocator() [131]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<int*>(int*, int*) [138]
[133]    0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [133]
-----------------------------------------------
                0.00    0.00       2/4           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~_Vector_base() [166]
                0.00    0.00       2/4           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
[134]    0.0    0.00    0.00       4         std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_deallocate(HashMap<int>::Entry*, unsigned long) [134]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<HashMap<int>::Entry> >::deallocate(std::allocator<HashMap<int>::Entry>&, HashMap<int>::Entry*, unsigned long) [168]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [136]
[135]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [135]
                0.00    0.00       4/5           std::allocator<int>::~allocator() [132]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::~vector() [137]
[136]    0.0    0.00    0.00       4         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [136]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [135]
                0.00    0.00       4/19          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [66]
-----------------------------------------------
                0.00    0.00       1/4           task0_2() [187]
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [192]
                0.00    0.00       2/4           task1() [186]
[137]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::~vector() [137]
                0.00    0.00       4/36          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [40]
                0.00    0.00       4/4           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [139]
                0.00    0.00       4/4           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [136]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [139]
[138]    0.0    0.00    0.00       4         void std::_Destroy<int*>(int*, int*) [138]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [133]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<int, std::allocator<int> >::~vector() [137]
[139]    0.0    0.00    0.00       4         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [139]
                0.00    0.00       4/4           void std::_Destroy<int*>(int*, int*) [138]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<int>::allocator() [145]
[140]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<int>::new_allocator() [140]
-----------------------------------------------
                0.00    0.00       1/3           task0_2() [187]
                0.00    0.00       2/3           task1() [186]
[141]    0.0    0.00    0.00       3         HashMap<int>::getSize() const [141]
                0.00    0.00       3/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::size() const [31]
-----------------------------------------------
                0.00    0.00       1/3           task0_2() [187]
                0.00    0.00       2/3           task1() [186]
[142]    0.0    0.00    0.00       3         HashMap<int>::get_all() const [142]
                0.00    0.00      36/36          bool __gnu_cxx::operator!=<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >(__gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&, __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&) [38]
                0.00    0.00      33/33          __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator*() const [42]
                0.00    0.00      33/33          __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator++() [41]
                0.00    0.00      19/19          std::vector<int, std::allocator<int> >::push_back(int const&) [68]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::push_back(int&&) [90]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::vector() [148]
                0.00    0.00       3/3           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::begin() const [144]
                0.00    0.00       3/3           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::end() const [143]
-----------------------------------------------
                0.00    0.00       3/3           HashMap<int>::get_all() const [142]
[143]    0.0    0.00    0.00       3         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::end() const [143]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::__normal_iterator(HashMap<int>::Entry const* const&) [126]
-----------------------------------------------
                0.00    0.00       3/3           HashMap<int>::get_all() const [142]
[144]    0.0    0.00    0.00       3         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::begin() const [144]
                0.00    0.00       3/6           __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::__normal_iterator(HashMap<int>::Entry const* const&) [126]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [146]
[145]    0.0    0.00    0.00       3         std::allocator<int>::allocator() [145]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<int>::new_allocator() [140]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_Vector_base() [147]
[146]    0.0    0.00    0.00       3         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [146]
                0.00    0.00       3/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [129]
                0.00    0.00       3/3           std::allocator<int>::allocator() [145]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::vector() [148]
[147]    0.0    0.00    0.00       3         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [147]
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [146]
-----------------------------------------------
                0.00    0.00       3/3           HashMap<int>::get_all() const [142]
[148]    0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >::vector() [148]
                0.00    0.00       3/3           std::_Vector_base<int, std::allocator<int> >::_Vector_base() [147]
-----------------------------------------------
                0.00    0.00       1/2           task0_2() [187]
                0.00    0.00       1/2           task1() [186]
[149]    0.0    0.00    0.00       2         HashMap<int>::HashMap(unsigned long) [149]
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::vector() [175]
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::resize(unsigned long) [174]
-----------------------------------------------
                0.00    0.00       1/2           task0_2() [187]
                0.00    0.00       1/2           task1() [186]
[150]    0.0    0.00    0.00       2         HashMap<int>::~HashMap() [150]
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~vector() [176]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<HashMap<int>::Entry> >::deallocate(std::allocator<HashMap<int>::Entry>&, HashMap<int>::Entry*, unsigned long) [168]
[151]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<HashMap<int>::Entry>::deallocate(HashMap<int>::Entry*, unsigned long) [151]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<HashMap<int>::Entry> >::allocate(std::allocator<HashMap<int>::Entry>&, unsigned long) [169]
[152]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<HashMap<int>::Entry>::allocate(unsigned long, void const*) [152]
                0.00    0.00       2/10          __gnu_cxx::new_allocator<HashMap<int>::Entry>::_M_max_size() const [118]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<HashMap<int>::Entry>::allocator() [157]
[153]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<HashMap<int>::Entry>::new_allocator() [153]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<HashMap<int>::Entry>::~allocator() [158]
[154]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<HashMap<int>::Entry>::~new_allocator() [154]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<int>::allocator(std::allocator<int> const&) [159]
[155]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [155]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
[156]    0.0    0.00    0.00       2         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_check_len(unsigned long, char const*) const [156]
                0.00    0.00       8/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::size() const [31]
                0.00    0.00       4/8           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::max_size() const [121]
                0.00    0.00       2/17          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [70]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl::_Vector_impl() [162]
[157]    0.0    0.00    0.00       2         std::allocator<HashMap<int>::Entry>::allocator() [157]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<HashMap<int>::Entry>::new_allocator() [153]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl::~_Vector_impl() [163]
[158]    0.0    0.00    0.00       2         std::allocator<HashMap<int>::Entry>::~allocator() [158]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<HashMap<int>::Entry>::~new_allocator() [154]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::get_allocator() const [189]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [190]
[159]    0.0    0.00    0.00       2         std::allocator<int>::allocator(std::allocator<int> const&) [159]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [155]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<HashMap<int>::Entry*>(HashMap<int>::Entry*, HashMap<int>::Entry*) [181]
[160]    0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<HashMap<int>::Entry*>(HashMap<int>::Entry*, HashMap<int>::Entry*) [160]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
[161]    0.0    0.00    0.00       2         std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_allocate(unsigned long) [161]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<HashMap<int>::Entry> >::allocate(std::allocator<HashMap<int>::Entry>&, unsigned long) [169]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_base() [165]
[162]    0.0    0.00    0.00       2         std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl::_Vector_impl() [162]
                0.00    0.00       2/2           std::allocator<HashMap<int>::Entry>::allocator() [157]
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl_data::_Vector_impl_data() [164]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~_Vector_base() [166]
[163]    0.0    0.00    0.00       2         std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl::~_Vector_impl() [163]
                0.00    0.00       2/2           std::allocator<HashMap<int>::Entry>::~allocator() [158]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl::_Vector_impl() [162]
[164]    0.0    0.00    0.00       2         std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl_data::_Vector_impl_data() [164]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::vector() [175]
[165]    0.0    0.00    0.00       2         std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_base() [165]
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl::_Vector_impl() [162]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~vector() [176]
[166]    0.0    0.00    0.00       2         std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~_Vector_base() [166]
                0.00    0.00       2/4           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_deallocate(HashMap<int>::Entry*, unsigned long) [134]
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl::~_Vector_impl() [163]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [192]
[167]    0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [167]
                0.00    0.00       6/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [128]
                0.00    0.00       2/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [129]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_deallocate(HashMap<int>::Entry*, unsigned long) [134]
[168]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<HashMap<int>::Entry> >::deallocate(std::allocator<HashMap<int>::Entry>&, HashMap<int>::Entry*, unsigned long) [168]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<HashMap<int>::Entry>::deallocate(HashMap<int>::Entry*, unsigned long) [151]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_allocate(unsigned long) [161]
[169]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<HashMap<int>::Entry> >::allocate(std::allocator<HashMap<int>::Entry>&, unsigned long) [169]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<HashMap<int>::Entry>::allocate(unsigned long, void const*) [152]
-----------------------------------------------
                0.00    0.00       2/2           HashMap<int>::Entry* std::__uninitialized_default_n<HashMap<int>::Entry*, unsigned long>(HashMap<int>::Entry*, unsigned long) [179]
[170]    0.0    0.00    0.00       2         HashMap<int>::Entry* std::__uninitialized_default_n_1<false>::__uninit_default_n<HashMap<int>::Entry*, unsigned long>(HashMap<int>::Entry*, unsigned long) [170]
                0.00    0.00      22/22          HashMap<int>::Entry* std::__addressof<HashMap<int>::Entry>(HashMap<int>::Entry&) [64]
                0.00    0.00      22/22          void std::_Construct<HashMap<int>::Entry>(HashMap<int>::Entry*) [63]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
[171]    0.0    0.00    0.00       2         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_relocate(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [171]
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_do_relocate(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&, std::integral_constant<bool, true>) [172]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_relocate(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [171]
[172]    0.0    0.00    0.00       2         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_do_relocate(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&, std::integral_constant<bool, true>) [172]
                0.00    0.00       2/2           HashMap<int>::Entry* std::__relocate_a<HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry> >(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [177]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::resize(unsigned long) [174]
[173]    0.0    0.00    0.00       2         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
                0.00    0.00       4/8           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::max_size() const [121]
                0.00    0.00       4/6           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_get_Tp_allocator() [127]
                0.00    0.00       2/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::size() const [31]
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_check_len(unsigned long, char const*) const [156]
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_allocate(unsigned long) [161]
                0.00    0.00       2/2           HashMap<int>::Entry* std::__uninitialized_default_n_a<HashMap<int>::Entry*, unsigned long, HashMap<int>::Entry>(HashMap<int>::Entry*, unsigned long, std::allocator<HashMap<int>::Entry>&) [180]
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_relocate(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [171]
                0.00    0.00       2/4           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_deallocate(HashMap<int>::Entry*, unsigned long) [134]
-----------------------------------------------
                0.00    0.00       2/2           HashMap<int>::HashMap(unsigned long) [149]
[174]    0.0    0.00    0.00       2         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::resize(unsigned long) [174]
                0.00    0.00       4/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::size() const [31]
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
-----------------------------------------------
                0.00    0.00       2/2           HashMap<int>::HashMap(unsigned long) [149]
[175]    0.0    0.00    0.00       2         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::vector() [175]
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_base() [165]
-----------------------------------------------
                0.00    0.00       2/2           HashMap<int>::~HashMap() [150]
[176]    0.0    0.00    0.00       2         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~vector() [176]
                0.00    0.00       2/6           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_get_Tp_allocator() [127]
                0.00    0.00       2/2           void std::_Destroy<HashMap<int>::Entry*, HashMap<int>::Entry>(HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [182]
                0.00    0.00       2/2           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~_Vector_base() [166]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_do_relocate(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&, std::integral_constant<bool, true>) [172]
[177]    0.0    0.00    0.00       2         HashMap<int>::Entry* std::__relocate_a<HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry> >(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [177]
                0.00    0.00       6/6           HashMap<int>::Entry* std::__niter_base<HashMap<int>::Entry*>(HashMap<int>::Entry*) [130]
                0.00    0.00       2/2           HashMap<int>::Entry* std::__relocate_a_1<HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry> >(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [178]
-----------------------------------------------
                0.00    0.00       2/2           HashMap<int>::Entry* std::__relocate_a<HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry> >(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [177]
[178]    0.0    0.00    0.00       2         HashMap<int>::Entry* std::__relocate_a_1<HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry> >(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [178]
-----------------------------------------------
                0.00    0.00       2/2           HashMap<int>::Entry* std::__uninitialized_default_n_a<HashMap<int>::Entry*, unsigned long, HashMap<int>::Entry>(HashMap<int>::Entry*, unsigned long, std::allocator<HashMap<int>::Entry>&) [180]
[179]    0.0    0.00    0.00       2         HashMap<int>::Entry* std::__uninitialized_default_n<HashMap<int>::Entry*, unsigned long>(HashMap<int>::Entry*, unsigned long) [179]
                0.00    0.00       2/2           HashMap<int>::Entry* std::__uninitialized_default_n_1<false>::__uninit_default_n<HashMap<int>::Entry*, unsigned long>(HashMap<int>::Entry*, unsigned long) [170]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
[180]    0.0    0.00    0.00       2         HashMap<int>::Entry* std::__uninitialized_default_n_a<HashMap<int>::Entry*, unsigned long, HashMap<int>::Entry>(HashMap<int>::Entry*, unsigned long, std::allocator<HashMap<int>::Entry>&) [180]
                0.00    0.00       2/2           HashMap<int>::Entry* std::__uninitialized_default_n<HashMap<int>::Entry*, unsigned long>(HashMap<int>::Entry*, unsigned long) [179]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<HashMap<int>::Entry*, HashMap<int>::Entry>(HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [182]
[181]    0.0    0.00    0.00       2         void std::_Destroy<HashMap<int>::Entry*>(HashMap<int>::Entry*, HashMap<int>::Entry*) [181]
                0.00    0.00       2/2           void std::_Destroy_aux<true>::__destroy<HashMap<int>::Entry*>(HashMap<int>::Entry*, HashMap<int>::Entry*) [160]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~vector() [176]
