Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    2.44       1/1           task2() [3]
                0.00    0.00       1/1           task0_2() [187]
                0.00    0.00       1/1           task0_3() [188]
                0.00    0.00       1/1           task1() [186]
-----------------------------------------------
                0.00    2.44       4/4           task2() [3]
[2]     98.4    0.00    2.44       4         ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
                0.56    0.73    4000/4000        fill_bins_random(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long) [4]
                0.16    0.37    4000/4000        average_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [7]
                0.13    0.37    4000/4000        max_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [8]
                0.09    0.00      12/12          std::allocator<unsigned long>::allocator() [9]
                0.00    0.04      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::vector(unsigned long, unsigned long const&, std::allocator<unsigned long> const&) [13]
                0.00    0.00   16000/342085562     std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [6]
                0.00    0.00      12/36          std::allocator<unsigned long>::~allocator() [39]
                0.00    0.00      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [110]
-----------------------------------------------
                0.00    2.44       1/1           main [1]
[3]     98.4    0.00    2.44       1         task2() [3]
                0.00    2.44       4/4           ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
-----------------------------------------------
                0.56    0.73    4000/4000        ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
[4]     52.1    0.56    0.73    4000         fill_bins_random(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long) [4]
                0.38    0.00 171028000/342064000     std::vector<unsigned long, std::allocator<unsigned long> >::size() const [5]
                0.35    0.00 171024000/342085562     std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [6]
-----------------------------------------------
                0.19    0.00 85516000/342064000     max_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [8]
                0.19    0.00 85520000/342064000     average_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [7]
                0.38    0.00 171028000/342064000     fill_bins_random(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long) [4]
[5]     30.4    0.76    0.00 342064000         std::vector<unsigned long, std::allocator<unsigned long> >::size() const [5]
-----------------------------------------------
                0.00    0.00   16000/342085562     ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
                0.18    0.00 85512000/342085562     average_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [7]
                0.18    0.00 85533562/342085562     max_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [8]
                0.35    0.00 171024000/342085562     fill_bins_random(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long) [4]
[6]     28.6    0.71    0.00 342085562         std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [6]
-----------------------------------------------
                0.16    0.37    4000/4000        ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
[7]     21.2    0.16    0.37    4000         average_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [7]
                0.19    0.00 85520000/342064000     std::vector<unsigned long, std::allocator<unsigned long> >::size() const [5]
                0.18    0.00 85512000/342085562     std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [6]
-----------------------------------------------
                0.13    0.37    4000/4000        ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
[8]     20.0    0.13    0.37    4000         max_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [8]
                0.19    0.00 85516000/342064000     std::vector<unsigned long, std::allocator<unsigned long> >::size() const [5]
                0.18    0.00 85533562/342085562     std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [6]
-----------------------------------------------
                0.09    0.00      12/12          ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
[9]      3.6    0.09    0.00      12         std::allocator<unsigned long>::allocator() [9]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<unsigned long>::new_allocator() [94]
-----------------------------------------------
                                                 <spontaneous>
[10]     1.6    0.04    0.00                 _init [10]
-----------------------------------------------
                0.00    0.04      12/12          unsigned long* std::uninitialized_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [15]
[11]     1.4    0.00    0.04      12         unsigned long* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [11]
                0.00    0.04      12/12          unsigned long* std::fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [17]
-----------------------------------------------
                0.00    0.04      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::vector(unsigned long, unsigned long const&, std::allocator<unsigned long> const&) [13]
[12]     1.4    0.00    0.04      12         std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_initialize(unsigned long, unsigned long const&) [12]
                0.00    0.04      12/12          unsigned long* std::__uninitialized_fill_n_a<unsigned long*, unsigned long, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::allocator<unsigned long>&) [16]
                0.00    0.00      12/24          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [61]
-----------------------------------------------
                0.00    0.04      12/12          ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
[13]     1.4    0.00    0.04      12         std::vector<unsigned long, std::allocator<unsigned long> >::vector(unsigned long, unsigned long const&, std::allocator<unsigned long> const&) [13]
                0.00    0.04      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_initialize(unsigned long, unsigned long const&) [12]
                0.00    0.00      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::_S_check_init_len(unsigned long, std::allocator<unsigned long> const&) [109]
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base(unsigned long, std::allocator<unsigned long> const&) [103]
-----------------------------------------------
                0.04    0.00      12/12          unsigned long* std::fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [17]
[14]     1.4    0.04    0.00      12         std::__size_to_integer(unsigned long) [14]
-----------------------------------------------
                0.00    0.04      12/12          unsigned long* std::__uninitialized_fill_n_a<unsigned long*, unsigned long, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::allocator<unsigned long>&) [16]
[15]     1.4    0.00    0.04      12         unsigned long* std::uninitialized_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [15]
                0.00    0.04      12/12          unsigned long* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [11]
-----------------------------------------------
                0.00    0.04      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_initialize(unsigned long, unsigned long const&) [12]
[16]     1.4    0.00    0.04      12         unsigned long* std::__uninitialized_fill_n_a<unsigned long*, unsigned long, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::allocator<unsigned long>&) [16]
                0.00    0.04      12/12          unsigned long* std::uninitialized_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [15]
-----------------------------------------------
                0.00    0.04      12/12          unsigned long* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [11]
[17]     1.4    0.00    0.04      12         unsigned long* std::fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [17]
                0.04    0.00      12/12          std::__size_to_integer(unsigned long) [14]
                0.00    0.00      12/12          std::iterator_traits<unsigned long*>::iterator_category std::__iterator_category<unsigned long*>(unsigned long* const&) [112]
                0.00    0.00      12/12          unsigned long* std::__fill_n_a<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::random_access_iterator_tag) [111]
-----------------------------------------------
                0.00    0.00      12/96          task0_2() [187]
                0.00    0.00      24/96          task1() [186]
                0.00    0.00      60/96          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [77]
[24]     0.0    0.00    0.00      96         std::vector<int, std::allocator<int> >::size() const [24]
-----------------------------------------------
                0.00    0.00      90/90          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [54]
[25]     0.0    0.00    0.00      90         int* std::__niter_base<int*>(int*) [25]
-----------------------------------------------
                0.00    0.00      72/72          bool __gnu_cxx::operator!=<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >(__gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&, __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&) [38]
[26]     0.0    0.00    0.00      72         __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::base() const [26]
-----------------------------------------------
                0.00    0.00      64/64          bool __gnu_cxx::operator!=<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >(__gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&, __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&) [44]
[27]     0.0    0.00    0.00      64         __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::base() const [27]
-----------------------------------------------
                0.00    0.00      14/60          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00      16/60          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [75]
[28]     0.0    0.00    0.00      60         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [28]
-----------------------------------------------
                0.00    0.00      14/58          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [86]
                0.00    0.00      15/58          std::vector<int, std::allocator<int> >::begin() [83]
                0.00    0.00      29/58          std::vector<int, std::allocator<int> >::end() [57]
[29]     0.0    0.00    0.00      58         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [29]
-----------------------------------------------
                0.00    0.00      14/55          void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [84]
                0.00    0.00      19/55          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [65]
                0.00    0.00      22/55          void std::_Construct<HashMap<int>::Entry>(HashMap<int>::Entry*) [63]
[30]     0.0    0.00    0.00      55         operator new(unsigned long, void*) [30]
-----------------------------------------------
                0.00    0.00       2/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
                0.00    0.00       3/50          HashMap<int>::getSize() const [141]
                0.00    0.00       4/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::resize(unsigned long) [174]
                0.00    0.00       8/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_check_len(unsigned long, char const*) const [156]
                0.00    0.00      15/50          HashMap<int>::hash(int const&) const [76]
                0.00    0.00      18/50          HashMap<int>::quadratic_probe(unsigned long) const [117]
[31]     0.0    0.00    0.00      50         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::size() const [31]
-----------------------------------------------
                0.00    0.00       8/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_max_size(std::allocator<HashMap<int>::Entry> const&) [123]
                0.00    0.00      12/50          std::vector<unsigned long, std::allocator<unsigned long> >::_S_max_size(std::allocator<unsigned long> const&) [108]
                0.00    0.00      30/50          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [51]
[32]     0.0    0.00    0.00      50         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [32]
-----------------------------------------------
                0.00    0.00       7/49          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00      14/49          int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [88]
                0.00    0.00      14/49          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [87]
                0.00    0.00      14/49          void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [84]
[33]     0.0    0.00    0.00      49         int&& std::forward<int>(std::remove_reference<int>::type&) [33]
-----------------------------------------------
                0.00    0.00       8/46          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
                0.00    0.00      19/46          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [67]
                0.00    0.00      19/46          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [65]
[34]     0.0    0.00    0.00      46         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
-----------------------------------------------
                0.00    0.00      15/45          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [74]
                0.00    0.00      30/45          __gnu_cxx::new_allocator<int>::max_size() const [48]
[35]     0.0    0.00    0.00      45         __gnu_cxx::new_allocator<int>::_M_max_size() const [35]
-----------------------------------------------
                0.00    0.00      45/45          HashMap<int>::insert(int const&) [72]
[36]     0.0    0.00    0.00      45         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::operator[](unsigned long) [36]
-----------------------------------------------
                0.00    0.00      36/36          std::allocator<unsigned long>::~allocator() [39]
[37]     0.0    0.00    0.00      36         __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [37]
-----------------------------------------------
                0.00    0.00      36/36          HashMap<int>::get_all() const [142]
[38]     0.0    0.00    0.00      36         bool __gnu_cxx::operator!=<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >(__gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&, __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&) [38]
                0.00    0.00      72/72          __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::base() const [26]
-----------------------------------------------
                0.00    0.00      12/36          ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
                0.00    0.00      12/36          std::vector<unsigned long, std::allocator<unsigned long> >::_S_check_init_len(unsigned long, std::allocator<unsigned long> const&) [109]
                0.00    0.00      12/36          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [99]
[39]     0.0    0.00    0.00      36         std::allocator<unsigned long>::~allocator() [39]
                0.00    0.00      36/36          __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [37]
-----------------------------------------------
                0.00    0.00       2/36          std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [192]
                0.00    0.00       4/36          std::vector<int, std::allocator<int> >::~vector() [137]
                0.00    0.00      14/36          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00      16/36          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
[40]     0.0    0.00    0.00      36         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [40]
-----------------------------------------------
                0.00    0.00      33/33          HashMap<int>::get_all() const [142]
[41]     0.0    0.00    0.00      33         __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator++() [41]
-----------------------------------------------
                0.00    0.00      33/33          HashMap<int>::get_all() const [142]
[42]     0.0    0.00    0.00      33         __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator*() const [42]
-----------------------------------------------
                0.00    0.00      11/33          task0_2() [187]
                0.00    0.00      22/33          task1() [186]
[43]     0.0    0.00    0.00      33         std::vector<int, std::allocator<int> >::operator[](unsigned long) [43]
-----------------------------------------------
                0.00    0.00      32/32          HashMap<int>::table_full() [71]
[44]     0.0    0.00    0.00      32         bool __gnu_cxx::operator!=<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >(__gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&, __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&) [44]
                0.00    0.00      64/64          __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::base() const [27]
-----------------------------------------------
                0.00    0.00      32/32          HashMap<int>::table_full() [71]
[45]     0.0    0.00    0.00      32         __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator*() const [45]
-----------------------------------------------
                0.00    0.00       1/31          std::_Vector_base<int, std::allocator<int> >::get_allocator() const [189]
                0.00    0.00      30/31          std::vector<int, std::allocator<int> >::max_size() const [49]
[46]     0.0    0.00    0.00      31         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [46]
-----------------------------------------------
                0.00    0.00      15/30          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::begin() [82]
                0.00    0.00      15/30          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::end() [81]
[47]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::__normal_iterator(HashMap<int>::Entry* const&) [47]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [50]
[48]     0.0    0.00    0.00      30         __gnu_cxx::new_allocator<int>::max_size() const [48]
                0.00    0.00      30/45          __gnu_cxx::new_allocator<int>::_M_max_size() const [35]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [77]
[49]     0.0    0.00    0.00      30         std::vector<int, std::allocator<int> >::max_size() const [49]
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [51]
                0.00    0.00      30/31          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [46]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [51]
[50]     0.0    0.00    0.00      30         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [50]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<int>::max_size() const [48]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::max_size() const [49]
[51]     0.0    0.00    0.00      30         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [51]
                0.00    0.00      30/30          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [50]
                0.00    0.00      30/50          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [32]
-----------------------------------------------
                0.00    0.00      14/30          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00      16/30          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
[52]     0.0    0.00    0.00      30         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [52]
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [53]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [52]
[53]     0.0    0.00    0.00      30         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [53]
                0.00    0.00      30/30          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [54]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [53]
[54]     0.0    0.00    0.00      30         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [54]
                0.00    0.00      90/90          int* std::__niter_base<int*>(int*) [25]
                0.00    0.00      30/30          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [55]
-----------------------------------------------
                0.00    0.00      30/30          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [54]
[55]     0.0    0.00    0.00      30         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [55]
-----------------------------------------------
                0.00    0.00      29/29          HashMap<int>::quadratic_probe(unsigned long) const [117]
[56]     0.0    0.00    0.00      29         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::operator[](unsigned long) const [56]
-----------------------------------------------
                0.00    0.00       7/29          int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [88]
                0.00    0.00       8/29          std::vector<int, std::allocator<int> >::push_back(int const&) [68]
                0.00    0.00      14/29          std::vector<int, std::allocator<int> >::back() [89]
[57]     0.0    0.00    0.00      29         std::vector<int, std::allocator<int> >::end() [57]
                0.00    0.00      29/58          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [29]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [60]
[58]     0.0    0.00    0.00      24         __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&) [58]
-----------------------------------------------
                0.00    0.00      12/24          __gnu_cxx::new_allocator<unsigned long>::max_size() const [95]
                0.00    0.00      12/24          __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [93]
[59]     0.0    0.00    0.00      24         __gnu_cxx::new_allocator<unsigned long>::_M_max_size() const [59]
-----------------------------------------------
                0.00    0.00      12/24          std::vector<unsigned long, std::allocator<unsigned long> >::_S_check_init_len(unsigned long, std::allocator<unsigned long> const&) [109]
                0.00    0.00      12/24          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long> const&) [98]
[60]     0.0    0.00    0.00      24         std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [60]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&) [58]
-----------------------------------------------
                0.00    0.00      12/24          std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [110]
                0.00    0.00      12/24          std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_initialize(unsigned long, unsigned long const&) [12]
[61]     0.0    0.00    0.00      24         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [61]
-----------------------------------------------
                0.00    0.00      22/22          void std::_Construct<HashMap<int>::Entry>(HashMap<int>::Entry*) [63]
[62]     0.0    0.00    0.00      22         HashMap<int>::Entry::Entry() [62]
-----------------------------------------------
                0.00    0.00      22/22          HashMap<int>::Entry* std::__uninitialized_default_n_1<false>::__uninit_default_n<HashMap<int>::Entry*, unsigned long>(HashMap<int>::Entry*, unsigned long) [170]
[63]     0.0    0.00    0.00      22         void std::_Construct<HashMap<int>::Entry>(HashMap<int>::Entry*) [63]
                0.00    0.00      22/55          operator new(unsigned long, void*) [30]
                0.00    0.00      22/22          HashMap<int>::Entry::Entry() [62]
-----------------------------------------------
                0.00    0.00      22/22          HashMap<int>::Entry* std::__uninitialized_default_n_1<false>::__uninit_default_n<HashMap<int>::Entry*, unsigned long>(HashMap<int>::Entry*, unsigned long) [170]
[64]     0.0    0.00    0.00      22         HashMap<int>::Entry* std::__addressof<HashMap<int>::Entry>(HashMap<int>::Entry&) [64]
-----------------------------------------------
                0.00    0.00      19/19          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [67]
[65]     0.0    0.00    0.00      19         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [65]
                0.00    0.00      19/46          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
                0.00    0.00      19/55          operator new(unsigned long, void*) [30]
-----------------------------------------------
                0.00    0.00       4/19          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [136]
                0.00    0.00       7/19          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00       8/19          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
[66]     0.0    0.00    0.00      19         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [66]
                0.00    0.00      15/15          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [79]
-----------------------------------------------
                0.00    0.00       8/19          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
                0.00    0.00      11/19          std::vector<int, std::allocator<int> >::push_back(int const&) [68]
